Iteration,Discriminator Loss,Generator Loss
1900,1.123556,0.871161
1910,1.221606,0.658150
1920,1.377811,1.081365
1930,1.212934,0.665676
1940,1.296982,0.532785
1950,1.233901,0.880184
1960,1.265363,0.960729
1970,1.218659,0.984985
1980,1.260043,0.586395
1990,1.230902,0.857062
2000,1.166898,0.636588
2010,1.275508,0.909663
2020,1.286780,1.036821
2030,1.208496,1.008811
2040,1.199987,0.607139
2050,1.246566,0.658492
2060,1.147246,0.629121
2070,1.094595,0.791234
2080,1.245079,0.900201
2090,1.236610,1.083231
2100,1.144007,0.590162
2110,1.298334,0.541453
2120,1.170386,0.460218
2130,1.293975,0.536064
2140,1.178484,0.624197
2150,1.232343,0.766211
2160,1.162647,0.666668
2170,1.276251,1.086548
2180,1.269053,0.546923
2190,1.312253,0.977324
2200,1.256270,0.573370
2210,1.206824,0.839345
2220,1.242744,0.865453
2230,1.272599,0.610418
2240,1.234675,0.521949
2250,1.380750,0.650416
2260,1.248795,0.627681
2270,1.200484,0.700837
2280,1.225968,0.621714
2290,1.225254,0.509813
2300,1.243974,0.681286
2310,1.190248,0.485311
2320,1.317189,0.612834
2330,1.123921,0.566948
2340,1.260352,0.950634
2350,1.195816,0.727652
2360,1.225733,0.718690
2370,1.255889,0.517368
2380,1.227492,0.615707
2390,1.275252,0.612600
2400,1.311993,0.808445
2410,1.257493,0.775839
2420,1.309768,0.650792
2430,1.192262,0.616885
2440,1.293012,0.660972
2450,1.314612,0.505708
2460,1.307157,0.620382
2470,1.267783,0.616065
2480,1.293013,0.728647
2490,1.224491,0.590722
2500,1.286923,0.651850
2510,1.286974,0.890975
2520,1.286082,0.634047
2530,1.182733,0.603531
2540,1.193221,0.604260
2550,1.250995,0.963746
2560,1.215691,0.691224
2570,1.269451,0.796614
2580,1.249113,0.643699
2590,1.305973,0.578896
2600,1.252101,0.781807
2610,1.222111,0.658580
2620,1.280619,0.778835
2630,1.308027,0.527983
2640,1.204158,0.596070
2650,1.213668,0.569820
2660,1.386153,0.595235
2670,1.339678,0.779545
2680,1.270976,0.743147
2690,1.343305,0.552250
2700,1.221916,0.589727
2710,1.327139,0.582769
2720,1.313808,0.684884
2730,1.270669,0.844599
2740,1.373668,0.647427
2750,1.284239,0.611689
2760,1.235207,0.743041
2770,1.351933,0.921430
2780,1.303246,0.848010
2790,1.336213,0.575244
2800,1.325865,0.758929
2810,1.226896,0.640655
2820,1.299721,0.648626
2830,1.234829,0.587833
2840,1.339634,0.674278
2850,1.274017,0.679674
2860,1.255788,0.576416
2870,1.315660,0.541279
2880,1.330823,0.823930
2890,1.236566,0.556793
2900,1.341182,0.840685
2910,1.219087,0.580147
2920,1.344988,0.630969
2930,1.336925,0.469385
2940,1.294002,0.499264
2950,1.271166,0.774434
2960,1.336439,0.701824
2970,1.339481,0.618965
2980,1.308340,0.709097
2990,1.355349,0.599649
3000,1.362734,0.661767
3010,1.262217,0.543256
3020,1.298179,0.768026
3030,1.331393,0.656445
3040,1.296726,0.814070
3050,1.309661,0.666539
3060,1.354284,0.815802
3070,1.312258,0.633718
3080,1.297470,0.599089
3090,1.323966,0.656667
3100,1.324757,0.877897
3110,1.333170,0.558960
3120,1.335487,0.779204
3130,1.340352,0.504355
3140,1.314734,0.710666
3150,1.296653,0.532110
3160,1.347195,0.661379
3170,1.338606,0.566209
3180,1.322843,0.796893
3190,1.346395,0.475526
3200,1.291082,0.680605
3210,1.352864,0.652656
3220,1.251381,0.752161
3230,1.269750,0.838096
3240,1.286790,0.864385
3250,1.339065,0.639964
3260,1.253870,0.620386
3270,1.347197,0.790474
3280,1.295981,0.618452
3290,1.297851,0.569812
3300,1.345755,0.813911
3310,1.332848,0.658817
3320,1.348119,0.687121
3330,1.327486,0.498367
3340,1.318695,0.685932
3350,1.308491,0.730866
3360,1.308501,0.570685
3370,1.338434,0.586620
3380,1.324501,0.679622
3390,1.328788,0.663706
3400,1.365279,0.605146
3410,1.256840,0.600259
3420,1.325290,0.590079
3430,1.320846,0.577801
3440,1.299101,0.493060
3450,1.345219,0.548146
3460,1.402484,0.810419
3470,1.324001,0.518159
3480,1.323304,0.536906
3490,1.313841,0.630447
3500,1.327170,0.641930
3510,1.299109,0.588298
3520,1.319424,0.680699
3530,1.293675,0.733413
3540,1.342020,0.595853
3550,1.278483,0.630296
3560,1.285687,0.693878
3570,1.290121,0.730915
3580,1.278265,0.622955
3590,1.285648,0.742204
3600,1.341351,0.603525
3610,1.337551,0.623873
3620,1.344493,0.698290
3630,1.377195,0.560108
3640,1.303130,0.643276
3650,1.291161,0.555079
3660,1.319023,0.569920
3670,1.217625,0.877451
3680,1.374794,0.786202
3690,1.304416,0.774677
3700,1.382290,0.856801
3710,1.281249,0.552176
3720,1.231714,0.575463
3730,1.300149,0.689296
3740,1.315187,0.680006
3750,1.338907,0.658252
3760,1.333892,0.678024
3770,1.354902,0.642785
3780,1.246055,0.707163
3790,1.303174,0.569372
3800,1.309514,0.486475
3810,1.317500,0.838434
3820,1.334221,0.645576
3830,1.295180,0.558672
3840,1.313028,0.600478
3850,1.289721,0.583081
3860,1.273639,0.707371
3870,1.332164,0.655716
3880,1.319451,0.745518
3890,1.332575,0.580598
3900,1.319729,0.538195
3910,1.372088,0.579529
3920,1.379307,0.607062
3930,1.346540,0.732256
3940,1.336612,0.646327
3950,1.289098,0.639552
3960,1.317817,0.633534
3970,1.324597,0.631769
3980,1.320728,0.605469
3990,1.334183,0.753621
4000,1.288493,0.564710
4010,1.352566,0.663731
4020,1.361372,0.589951
4030,1.351752,0.587315
4040,1.334960,0.611744
4050,1.304360,0.648791
4060,1.324960,0.724178
4070,1.372177,0.639723
4080,1.334210,0.504017
4090,1.359246,0.613420
4100,1.347020,0.802323
4110,1.371694,0.787401
4120,1.326597,0.577095
4130,1.325969,0.610980
4140,1.366117,0.859405
4150,1.314334,0.627059
4160,1.354343,0.814941
4170,1.340924,0.556931
4180,1.371815,0.701004
4190,1.341164,0.642740
4200,1.362245,0.531445
4210,1.365562,0.579369
4220,1.342758,0.623443
4230,1.376478,0.747551
4240,1.362336,0.649955
4250,1.344577,0.447785
4260,1.361968,0.773149
4270,1.369526,0.694883
4280,1.376925,0.751875
4290,1.342518,0.493245
4300,1.349684,0.703856
4310,1.316654,0.749556
4320,1.334514,0.714432
4330,1.347342,0.583882
4340,1.372903,0.764921
4350,1.379824,0.745517
4360,1.272596,0.497560
4370,1.334440,0.717220
4380,1.356328,0.635600
4390,1.347288,0.679573
4400,1.339547,0.787975
4410,1.372557,0.550401
4420,1.302758,0.602661
4430,1.377186,0.797672
4440,1.363256,0.609300
4450,1.342647,0.752395
4460,1.339982,0.584910
4470,1.341120,0.566480
4480,1.360674,0.816642
4490,1.303510,0.640909
4500,1.336779,0.617951
4510,1.344934,0.710503
4520,1.365462,0.709985
4530,1.399740,0.538572
4540,1.290156,0.565684
4550,1.370245,0.601299
4560,1.351393,0.643169
4570,1.341493,0.608430
4580,1.353580,0.595696
4590,1.339323,0.632769
4600,1.283016,0.792208
4610,1.348749,0.630344
4620,1.300620,0.461090
4630,1.312578,0.666569
4640,1.338811,0.578728
4650,1.305046,0.661299
4660,1.368014,0.751459
4670,1.334610,0.673005
4680,1.390356,0.734410
4690,1.312876,0.827177
4700,1.299867,0.552553
4710,1.345779,0.715616
4720,1.344272,0.638360
4730,1.381543,0.660905
4740,1.335742,0.599756
4750,1.373238,0.679568
4760,1.386104,0.558928
4770,1.325572,0.635044
4780,1.364017,0.607201
4790,1.388901,0.630844
4800,1.371705,0.669123
4810,1.372746,0.642525
4820,1.357838,0.689990
4830,1.380197,0.721815
4840,1.324479,0.560119
4850,1.301787,0.500517
4860,1.319963,0.611981
4870,1.398661,0.639734
4880,1.321113,0.679329
4890,1.304698,0.619255
4900,1.363051,0.704537
4910,1.346654,0.483575
4920,1.233654,0.444748
4930,1.312571,0.684219
4940,1.368825,0.596274
4950,1.413882,0.722695
4960,1.316104,0.649302
4970,1.343046,0.630971
4980,1.395270,0.767790
4990,1.359496,0.655063
5000,1.361720,0.632863
5010,1.324590,0.500835
5020,1.324126,0.613676
5030,1.344969,0.877825
5040,1.369697,0.580119
5050,1.360221,0.556547
5060,1.267708,0.535236
5070,1.197819,0.544890
5080,1.337670,0.529596
5090,1.364602,0.701758
5100,1.321466,0.641225
5110,1.357602,0.748082
5120,1.392895,0.524293
5130,1.301650,0.600839
5140,1.290138,0.563065
5150,1.380062,0.618744
5160,1.272387,0.667668
5170,1.364249,0.723829
5180,1.280293,0.572045
5190,1.357519,0.561071
5200,1.316067,0.509085
5210,1.386370,0.708043
5220,1.268444,0.584327
5230,1.282202,0.608760
5240,1.378087,0.600867
5250,1.325256,0.646586
5260,1.401627,0.705522
5270,1.304552,0.691722
5280,1.350121,0.485504
5290,1.261532,0.576788
5300,1.306177,0.566793
5310,1.299003,0.551347
5320,1.349463,0.611628
5330,1.345567,0.776010
5340,1.372301,0.704193
5350,1.311898,0.683644
5360,1.355368,0.623154
5370,1.307494,0.718240
5380,1.471569,0.706985
5390,1.398202,0.543355
5400,1.303963,0.621668
5410,1.329424,0.642989
5420,1.398985,0.528156
5430,1.334238,0.639496
5440,1.277563,0.481493
5450,1.521904,0.668306
5460,1.313313,0.458470
5470,1.331567,0.672771
5480,1.155575,0.597444
5490,1.359766,0.612065
5500,1.268204,0.632408
5510,1.301246,0.608031
5520,1.491591,0.753477
5530,1.332474,0.649115
5540,1.294374,0.675360
5550,1.354490,0.633271
5560,1.317473,0.575337
5570,1.335105,0.597550
5580,1.362783,0.653859
5590,1.302711,0.538977
5600,1.338927,0.659798
5610,1.323042,0.592255
5620,1.340911,0.595226
5630,1.346112,0.777404
5640,1.315602,0.648994
5650,1.353994,0.570787
5660,1.346287,0.676842
5670,1.206371,0.579813
5680,1.306609,0.618992
5690,1.338398,0.795671
5700,1.190991,0.567861
5710,1.345352,0.599464
5720,1.311151,0.627150
5730,1.299117,0.593361
5740,1.337547,0.834260
5750,1.476603,0.470399
5760,1.295457,0.550350
5770,1.352295,0.570440
5780,1.313585,0.620856
5790,1.311920,0.693465
5800,1.341185,0.602144
5810,1.355478,0.530766
5820,1.346445,0.553619
5830,1.261131,0.453127
5840,1.324176,0.573468
5850,1.292704,0.631356
5860,1.364611,0.613874
5870,1.370674,0.625004
5880,1.265957,0.529119
5890,1.354582,0.626985
5900,1.354093,0.532640
5910,1.294011,0.552261
5920,1.330225,0.681634
5930,1.346049,0.585849
5940,1.306444,0.724748
5950,1.356615,0.705746
5960,1.185674,0.670299
5970,1.340212,0.653998
5980,1.292733,0.629233
5990,1.283611,0.734580
6000,1.332301,0.640001
6010,1.320932,0.650300
6020,1.363392,0.644693
6030,1.413132,0.569560
6040,1.304540,0.546866
6050,1.292676,0.609190
6060,1.323495,0.655294
6070,1.343865,0.638448
6080,1.316560,0.670738
6090,1.204867,0.519015
6100,1.309397,0.605003
6110,1.283720,0.627906
6120,1.315889,0.528681
6130,1.246776,0.637370
6140,1.239555,0.648449
6150,1.342142,0.580667
6160,1.329973,0.464109
6170,1.289598,0.492804
6180,1.214713,0.603102
6190,1.348284,0.535320
6200,1.288657,0.634286
6210,1.406086,0.735181
6220,1.368645,0.718062
6230,1.359670,0.666467
6240,1.287840,0.621932
6250,1.354848,0.636834
6260,1.364313,0.554598
6270,1.327612,0.571618
6280,1.394071,0.565170
6290,1.335264,0.568250
6300,1.323330,0.465409
6310,1.297200,0.544401
6320,1.343809,0.752056
6330,1.343679,0.541385
6340,1.292387,0.528526
6350,1.376479,0.600415
6360,1.321366,0.611957
6370,1.333955,0.566832
6380,1.362638,0.645299
6390,1.402887,0.636464
6400,1.395259,0.625868
6410,1.314415,0.537868
6420,1.307923,0.595585
6430,1.364564,0.540352
6440,1.333552,0.641369
6450,1.262747,0.683823
6460,1.296523,0.715959
6470,1.341576,0.673448
6480,1.262962,0.616322
6490,1.266548,0.578189
6500,1.357394,0.638318
6510,1.286661,0.497597
6520,1.371441,0.518921
6530,1.316183,0.655850
6540,1.342667,0.578852
6550,1.319512,0.808429
6560,1.321598,0.517288
6570,1.361291,0.548544
6580,1.291201,0.561414
6590,1.295613,0.630046
6600,1.367866,0.493212
6610,1.399085,0.577445
6620,1.306485,0.518600
6630,1.342854,0.654671
6640,1.287980,0.593613
6650,1.406054,0.616926
6660,1.352774,0.652709
6670,1.274765,0.568301
6680,1.322810,0.557525
6690,1.270080,0.572335
6700,1.266848,0.530134
6710,1.336483,0.553016
6720,1.344938,0.620800
6730,1.359125,0.645910
6740,1.317464,0.764169
6750,1.329739,0.698062
6760,1.286693,0.665191
6770,1.376214,0.736142
6780,1.390132,0.434401
6790,1.320230,0.630760
6800,1.341310,0.770907
6810,1.378155,0.675215
6820,1.312183,0.639043
6830,1.324986,0.528561
6840,1.316960,0.633847
6850,1.350964,0.588842
6860,1.368915,0.556018
6870,1.317584,0.598838
6880,1.331913,0.437605
6890,1.404763,0.663040
6900,1.306099,0.784243
6910,1.366822,0.722973
6920,1.377432,0.549974
6930,1.286660,0.530682
6940,1.219176,0.692883
6950,1.300759,0.653397
6960,1.261542,0.530371
6970,1.257542,0.617865
6980,1.321587,0.734415
6990,1.360415,0.634836
7000,1.295045,0.534857
7010,1.353998,0.705395
7020,1.216050,0.528067
7030,1.341194,0.694074
7040,1.334313,0.605189
7050,1.324750,0.690771
7060,1.375916,0.650947
7070,1.346302,0.592868
7080,1.357117,0.636999
7090,1.335774,0.636711
7100,1.341959,0.640216
7110,1.338512,0.514482
7120,1.193856,0.661887
7130,1.304668,0.602685
7140,1.290565,0.527785
7150,1.347966,0.704028
7160,1.339765,0.417016
7170,1.383969,0.628447
7180,1.326578,0.642353
7190,1.364362,0.617214
7200,1.353790,0.710408
7210,1.241613,0.518165
7220,1.323269,0.520511
7230,1.325075,0.597043
7240,1.310608,0.636981
7250,1.344028,0.506680
7260,1.374871,0.642391
7270,1.344627,0.589252
7280,1.329878,0.530392
7290,1.313565,0.599133
7300,1.355941,0.494626
7310,1.276215,0.568774
7320,1.319937,0.524985
7330,1.310896,0.752664
7340,1.318232,0.398812
7350,1.269736,0.685805
7360,1.237923,0.515094
7370,1.288503,0.535204
7380,1.285528,0.628466
7390,1.225111,0.480379
7400,1.401694,0.642072
7410,1.348556,0.462952
7420,1.300998,0.763889
7430,1.253192,0.572263
7440,1.272269,0.600423
7450,1.296112,0.809235
7460,1.315053,0.636213
7470,1.308501,0.589248
7480,1.335869,0.414843
7490,1.316970,0.670350
7500,1.330078,0.530261
7510,1.374527,0.651938
7520,1.385813,0.679964
7530,1.334303,0.651874
7540,1.293243,0.638574
7550,1.288713,0.594093
7560,1.249945,0.549867
7570,1.407222,0.704884
7580,1.375439,0.485801
7590,1.308606,0.481601
7600,1.342587,0.689572
7610,1.303404,0.823495
7620,1.312002,0.610564
7630,1.272844,0.552135
7640,1.382649,0.626161
7650,1.321035,0.555019
7660,1.297548,0.587218
7670,1.215897,0.634139
7680,1.269062,0.593413
7690,1.338096,0.656687
7700,1.204272,0.656915
7710,1.259608,0.613411
7720,1.325743,0.556531
7730,1.322845,0.608689
7740,1.288205,0.552617
7750,1.375801,0.758810
7760,1.155202,0.436718
7770,1.266697,0.495290
7780,1.311155,0.607874
7790,1.231759,0.548516
7800,1.285282,0.503807
7810,1.357797,0.566412
7820,1.318177,0.557236
7830,1.287567,0.621730
7840,1.385960,0.616568
7850,1.352559,0.695020
7860,1.274870,0.603668
7870,1.234042,0.603962
7880,1.285834,0.510677
7890,1.314355,0.569677
7900,1.324464,0.572726
7910,1.336340,0.687499
7920,1.356779,0.512058
7930,1.280601,0.515507
7940,1.358297,0.551629
7950,1.315477,0.544152
7960,1.194124,0.568972
7970,1.249592,0.506187
7980,1.286312,0.520696
7990,1.386335,0.489080
8000,1.280999,0.558429
8010,1.350844,0.592838
8020,1.218707,0.472944
8030,1.228481,0.573746
8040,1.310224,0.570277
8050,1.180361,0.477819
8060,1.273601,0.557891
8070,1.395136,0.784734
8080,1.364835,0.662174
8090,1.362788,0.712647
8100,1.304470,0.577074
8110,1.279292,0.620871
8120,1.323171,0.723378
8130,1.349381,0.658475
8140,1.344667,0.608312
8150,1.350063,0.678481
8160,1.203125,0.611269
8170,1.320583,0.694678
8180,1.358869,0.705860
8190,1.276555,0.568193
8200,1.309070,0.492796
8210,1.391189,0.689684
8220,1.341120,0.651026
8230,1.327692,0.634349
8240,1.359924,0.592268
8250,1.324619,0.791324
8260,1.311491,0.586958
8270,1.338392,0.591544
8280,1.219537,0.510202
8290,1.224143,0.590319
8300,1.218993,0.631906
8310,1.249724,0.510422
8320,1.301445,0.542842
8330,1.377946,0.567161
8340,1.240802,0.620354
8350,1.349767,0.744623
8360,1.382976,0.694098
8370,1.328138,0.649417
8380,1.367103,0.674777
8390,1.372803,0.671111
8400,1.320694,0.729546
8410,1.290205,0.643535
8420,1.278549,0.552788
8430,1.201546,0.615713
8440,1.276474,0.536479
8450,1.357745,0.654618
8460,1.335689,0.671030
8470,1.226295,0.627398
8480,1.347087,0.634726
8490,1.360221,0.548891
8500,1.334934,0.670435
8510,1.357506,0.595652
8520,1.380914,0.675661
8530,1.333306,0.563559
8540,1.240288,0.615842
8550,1.333729,0.728096
8560,1.383441,0.615560
8570,1.328910,0.777617
8580,1.376620,0.644219
8590,1.319352,0.612139
8600,1.251122,0.572649
8610,1.291911,0.488201
8620,1.238739,0.535125
8630,1.316218,0.612723
8640,1.340584,0.609815
8650,1.340258,0.553544
8660,1.354299,0.629808
8670,1.354423,0.627532
8680,1.224761,0.580981
8690,1.332049,0.650045
8700,1.257318,0.488434
8710,1.219110,0.488426
8720,1.346079,0.607369
8730,1.367244,0.690484
8740,1.294868,0.571425
8750,1.347486,0.700980
8760,1.382830,0.661277
8770,1.340247,0.593688
8780,1.357013,0.549591
8790,1.244865,0.484352
8800,1.235649,0.592321
8810,1.257886,0.502483
8820,1.191084,0.486428
8830,1.333850,0.529493
8840,1.175609,0.475815
8850,1.263704,0.536714
8860,1.240557,0.587994
8870,1.373227,0.650924
8880,1.328823,0.861341
8890,1.337563,0.700892
8900,1.295123,0.474702
8910,1.212299,0.601686
8920,1.313863,0.631301
8930,1.278594,0.609632
8940,1.195642,0.453324
8950,1.356792,0.651657
8960,1.216375,0.603341
8970,1.411938,0.535496
8980,1.318863,0.630653
8990,1.340895,0.699891
9000,1.321791,0.613794
9010,1.265137,0.534462
9020,1.375471,0.489510
9030,1.381044,0.650305
9040,1.376613,0.655528
9050,1.401853,0.680622
9060,1.359966,0.593664
9070,1.360175,0.563391
9080,1.364449,0.635751
9090,1.373832,0.674419
9100,1.277866,0.561555
9110,1.324461,0.633195
9120,1.366796,0.661941
9130,1.273785,0.648977
9140,1.350260,0.603442
9150,1.376296,0.541412
9160,1.325871,0.723736
9170,1.224584,0.532134
9180,1.367989,0.657304
9190,1.356003,0.516767
9200,1.304707,0.566830
9210,1.305589,0.684387
9220,1.202704,0.496955
9230,1.340838,0.658009
9240,1.379951,0.599047
9250,1.353368,0.513806
9260,1.290885,0.454819
9270,1.246949,0.483977
9280,1.329675,0.706819
9290,1.300718,0.691745
9300,1.238727,0.451115
9310,1.363183,0.554517
9320,1.266816,0.670766
9330,1.275323,0.621328
9340,1.289982,0.658531
9350,1.335704,0.558056
9360,1.383801,0.680831
9370,1.296307,0.526415
9380,1.308641,0.635863
9390,1.397539,0.462376
9400,1.295036,0.486224
9410,1.299243,0.539591
9420,1.232756,0.529921
9430,1.315836,0.516175
9440,1.344608,0.718278
9450,1.388023,0.722835
9460,1.269372,0.485718
9470,1.274998,0.533327
9480,1.339377,0.672058
9490,1.258463,0.584090
9500,1.258314,0.502347
9510,1.233004,0.478037
9520,1.225485,0.606056
9530,1.390956,0.666772
9540,1.285691,0.523693
9550,1.189027,0.594245
9560,1.365712,0.495230
9570,1.340894,0.528582
9580,1.377126,0.604235
9590,1.309859,0.768150
9600,1.371794,0.682157
9610,1.312800,0.696609
9620,1.256031,0.533425
9630,1.369990,0.574833
9640,1.264611,0.436386
9650,1.235136,0.498066
9660,1.308861,0.686302
9670,1.363258,0.863690
9680,1.355811,0.827660
9690,1.311675,0.568117
9700,1.258027,0.722881
9710,1.367655,0.751322
9720,1.270647,0.582786
9730,1.388098,0.454225
9740,1.309740,0.695574
9750,1.350579,0.530708
9760,1.268731,0.585523
9770,1.333276,0.655876
9780,1.255169,0.503169
9790,1.175594,0.565125
9800,1.373673,0.761699
9810,1.381151,0.547717
9820,1.176063,0.571058
9830,1.246492,0.631051
9840,1.302590,0.474681
9850,1.228870,0.570413
9860,1.386150,0.634425
9870,1.421979,0.682816
9880,1.304547,0.524665
9890,1.287588,0.644490
9900,1.242824,0.537303
9910,1.343192,0.637560
9920,1.153100,0.640495
9930,1.337049,0.483756
9940,1.168658,0.593325
9950,1.277773,0.474137
9960,1.288582,0.591269
9970,1.431927,0.399986
9980,1.297914,0.714047
9990,1.276153,0.577062
10000,1.225791,0.494483
