Iteration,Discriminator Loss,Generator Loss
24210,1.124084,0.389016
24220,1.335927,0.588019
24230,1.340773,0.526492
24240,1.273177,0.453033
24250,0.854295,0.324537
24260,1.369913,0.652029
24270,1.383163,0.415259
24280,1.485649,0.744630
24290,1.344889,0.555736
24300,1.355036,0.587031
24310,1.218957,0.483187
24320,0.902103,0.299842
24330,0.928459,0.311904
24340,1.368428,0.550573
24350,2.265054,0.303559
24360,1.262919,0.568870
24370,1.589050,0.662095
24380,1.294170,0.587257
24390,1.378120,0.693199
24400,1.578933,0.561505
24410,1.010205,0.312530
24420,1.303611,0.512279
24430,1.185538,0.480276
24440,1.207894,0.456914
24450,1.009055,0.306808
24460,1.391697,0.696505
24470,1.422483,0.624340
24480,1.354880,0.629874
24490,0.685883,0.232463
24500,1.366930,0.744857
24510,1.173287,0.473681
24520,1.385879,0.702617
24530,1.218674,0.490582
24540,1.267768,0.541910
24550,1.985423,0.236488
24560,1.813196,0.651556
24570,1.411449,0.470281
24580,0.698433,0.279041
24590,1.162097,0.506275
24600,1.212826,0.467629
24610,1.410137,0.584777
24620,0.770239,0.295121
24630,1.190963,0.284535
24640,0.872454,0.302008
24650,1.314281,0.471805
24660,2.459725,0.467448
24670,1.353905,0.551994
24680,1.227554,0.478029
24690,1.035013,0.317798
24700,0.856844,0.215255
24710,1.263676,0.162405
24720,0.782596,0.323273
24730,1.369726,0.643302
24740,0.861728,0.275941
24750,1.143526,0.711631
24760,1.052704,0.323210
24770,1.354487,0.601013
24780,1.246709,0.500306
24790,1.371350,0.698758
24800,1.589545,0.617175
24810,1.377889,0.733204
24820,1.149217,0.415686
24830,0.984480,0.311698
24840,0.956606,0.272909
24850,1.405262,0.621553
24860,1.105661,0.292912
24870,1.284487,0.557210
24880,1.084674,0.285063
24890,1.071722,0.370098
24900,0.972896,0.213836
24910,0.753391,0.384206
24920,1.192683,0.330130
24930,1.355596,0.467681
24940,1.015499,0.329677
24950,1.461116,0.230815
24960,0.664874,0.214855
24970,1.371391,0.620034
24980,2.239467,0.293680
24990,1.391174,0.284327
25000,0.999016,0.269103
25010,1.369818,0.694073
25020,1.158211,0.422773
25030,1.022965,0.362313
25040,0.788585,0.255281
25050,1.129161,0.418848
25060,1.807900,0.493732
25070,1.044982,1.164963
25080,1.452770,0.431141
25090,1.233450,0.356632
25100,1.308903,0.560867
25110,1.361967,0.258880
25120,1.328466,0.533173
25130,1.477078,0.613574
25140,0.870410,0.311256
25150,1.166405,0.463246
25160,1.357138,0.653373
25170,1.469605,0.494649
25180,0.987418,0.294619
25190,1.075201,0.337389
25200,1.158362,0.680566
25210,1.334147,0.638293
25220,1.245332,0.532744
25230,1.306575,0.526124
25240,1.041611,0.245455
25250,1.200819,0.468708
25260,1.398638,0.634873
25270,1.352289,0.700546
25280,0.778863,0.263999
25290,1.152457,0.379931
25300,0.698895,0.190281
25310,1.257461,0.512632
25320,1.144226,1.462200
25330,1.111785,0.406460
25340,1.178413,0.435950
25350,1.099567,0.365037
25360,1.592907,0.617361
25370,1.437722,0.244197
25380,1.484376,0.181017
25390,0.832848,0.308289
25400,1.397868,0.483497
25410,3.241067,0.333043
25420,0.867429,0.323037
25430,1.153736,0.426628
25440,1.304828,0.576075
25450,2.087889,0.541493
25460,0.908533,0.266098
25470,1.342667,0.635073
25480,1.287592,0.526617
25490,0.953566,0.305255
25500,1.273549,0.492466
25510,0.772211,0.340202
25520,1.206710,0.409936
25530,1.224222,0.548445
25540,1.269091,0.416923
25550,1.230699,0.482742
25560,1.688686,0.267901
25570,1.194427,0.401997
25580,1.340602,0.513466
25590,1.222533,0.420379
25600,1.661401,0.238846
25610,1.314917,0.445585
25620,1.112024,0.341896
25630,1.759248,0.280266
25640,1.181115,0.358446
25650,1.373450,0.664697
25660,1.424272,0.504464
25670,1.081707,0.331813
25680,1.143865,0.358921
25690,1.356414,0.635104
25700,1.719293,0.614163
25710,0.918580,0.246960
25720,1.207928,0.427030
25730,1.071389,0.406278
25740,1.022661,0.342731
25750,1.094673,0.368450
25760,1.494657,0.653035
25770,1.232860,0.323382
25780,1.251100,0.407010
25790,1.121945,0.385234
25800,1.375943,0.652338
25810,0.817238,0.281275
25820,1.040401,0.316181
25830,1.391337,0.600151
25840,1.198272,0.478182
25850,1.196724,0.475322
25860,1.189213,0.377715
25870,1.885380,0.425985
25880,0.972152,0.374094
25890,0.987188,0.281915
25900,1.016211,0.365020
25910,0.954258,0.349362
25920,1.930053,0.581226
25930,1.394481,0.650791
25940,1.233907,0.463598
25950,1.276618,0.533850
25960,1.322072,0.562232
25970,0.984796,0.204414
25980,1.360070,0.648009
25990,1.346786,0.515540
26000,0.980588,0.317488
26010,0.849433,0.248031
26020,1.378448,0.614512
26030,1.307398,0.565850
26040,0.938868,0.422938
26050,0.753540,0.278133
26060,1.330812,0.282111
26070,1.369200,0.703431
26080,1.177058,0.439909
26090,1.266440,0.484186
26100,1.248747,0.538190
26110,1.966379,0.489603
26120,1.654107,0.460728
26130,1.190527,0.441529
26140,1.213495,0.485309
26150,1.174158,0.411433
26160,1.156128,0.454597
26170,2.347055,0.298946
26180,1.359526,0.592169
26190,1.377388,0.660011
26200,1.142945,0.468623
26210,1.222706,0.480596
26220,1.069885,0.337296
26230,0.968525,0.262783
26240,1.108331,0.322723
26250,0.600499,0.249965
26260,1.138994,0.396050
26270,1.247054,0.452176
26280,1.043043,0.353382
26290,1.760266,0.395985
26300,1.269480,0.386992
26310,0.892635,0.403171
26320,0.930199,0.300132
26330,1.423894,0.596197
26340,1.026481,0.239055
26350,0.797979,0.223674
26360,1.716211,0.775615
26370,1.188986,0.419659
26380,1.269946,0.496311
26390,1.029424,0.255178
26400,1.361492,0.549872
26410,1.234887,0.476522
26420,1.135388,0.403834
26430,0.924156,0.277171
26440,1.360866,0.569945
26450,1.565865,0.404889
26460,1.697018,0.618276
26470,1.084177,0.408717
26480,1.175184,0.276591
26490,1.810302,0.392494
26500,1.096697,0.344786
26510,1.140067,0.397906
26520,1.339263,0.650530
26530,0.756679,0.353461
26540,1.227292,0.600406
26550,1.754051,0.470405
26560,0.851749,0.294818
26570,1.163775,0.322597
26580,1.097295,0.346633
26590,1.048966,0.383781
26600,1.243768,0.420607
26610,1.110500,0.130387
26620,1.421534,0.391978
26630,1.311363,0.547477
26640,2.865599,0.311997
26650,1.405303,0.408371
26660,1.128386,0.373690
26670,0.919279,0.459358
26680,1.303429,0.370460
26690,0.940457,0.288493
26700,0.898749,0.320483
26710,0.838429,0.240498
26720,1.033893,0.312065
26730,1.935384,0.425790
26740,1.352859,0.661277
26750,0.962739,0.331125
26760,0.965097,0.326464
26770,1.154461,0.345983
26780,1.370804,0.669460
26790,2.934553,0.227583
26800,1.277328,0.505474
26810,1.004125,0.238908
26820,1.221287,0.398375
26830,1.145945,0.438206
26840,0.813451,0.230450
26850,1.133946,0.309456
26860,1.382366,0.686519
26870,1.270614,0.433074
26880,0.880889,0.303654
26890,1.038127,0.363932
26900,0.853347,0.188645
26910,1.150941,0.577201
26920,2.133745,0.205306
26930,1.168219,0.195709
26940,1.376542,0.482597
26950,1.291421,0.560337
26960,1.220325,0.447887
26970,1.467229,0.532701
26980,1.282563,0.639815
26990,1.404580,0.560402
27000,1.273410,0.487138
27010,1.177001,0.416914
27020,1.440187,0.463633
27030,0.840730,0.229177
27040,1.382196,0.680789
27050,1.304056,0.472422
27060,0.933848,0.311201
27070,0.919290,0.355029
27080,1.320424,0.692823
27090,1.055279,0.351166
27100,0.759707,0.294157
27110,1.564981,0.146307
27120,1.586503,0.595419
27130,1.227314,0.476244
27140,1.343261,0.409964
27150,1.709009,0.556894
27160,1.260952,0.455723
27170,1.132607,0.395289
27180,1.126558,0.358601
27190,1.067998,0.306733
27200,1.337091,0.471952
27210,1.392759,0.715327
27220,1.475098,0.282886
27230,0.750644,0.236221
27240,1.301030,0.382000
27250,1.139126,0.098867
27260,0.854091,0.142947
27270,1.337331,0.644613
27280,0.670288,0.274250
27290,0.802238,0.240888
27300,1.303332,0.562251
27310,1.250955,0.206458
27320,1.241332,0.305760
27330,1.157121,0.365572
27340,1.584596,0.651816
27350,1.268837,0.271003
27360,1.144839,0.434712
27370,1.377651,0.668487
27380,1.534828,0.592469
27390,1.917450,0.565644
27400,0.996553,0.133344
27410,1.276313,0.461528
27420,1.329079,0.511904
27430,0.964050,0.292745
27440,0.935034,0.311480
27450,1.384158,0.477729
27460,1.318572,0.510328
27470,0.825654,0.215097
27480,1.407254,0.633279
27490,1.342265,0.618579
27500,2.665099,0.303785
27510,1.284778,0.423770
27520,1.501951,0.343882
27530,0.912253,0.250425
27540,1.356011,0.578073
27550,0.746605,0.244164
27560,1.344881,0.656456
27570,1.285040,0.551376
27580,1.002332,0.203502
27590,1.339096,0.317496
27600,1.363698,0.388935
27610,1.383408,0.682018
27620,1.344802,0.433347
27630,1.456300,0.311922
27640,1.316750,0.443339
27650,1.405462,0.288526
27660,1.358799,0.585034
27670,1.362887,0.518849
27680,1.332567,0.474173
27690,1.275846,0.484091
27700,1.165071,0.347500
27710,1.277740,0.317556
27720,1.371101,0.660030
27730,1.443579,0.304840
27740,1.362691,0.407904
27750,1.062790,0.297642
27760,1.344243,0.480904
27770,1.650583,0.531555
27780,1.151922,0.362555
27790,1.053900,0.138651
27800,1.091293,0.370699
27810,0.786999,0.283491
27820,1.379378,0.643244
27830,1.363371,0.413963
27840,1.139058,0.348488
27850,1.382073,0.525274
27860,1.095295,0.332154
27870,0.823046,0.279398
27880,1.211811,0.514902
27890,0.979143,0.472177
27900,1.309723,0.530845
27910,0.813937,0.423705
27920,0.753333,0.215088
27930,0.734017,0.234163
27940,1.143468,0.366354
27950,1.165949,0.380699
27960,1.219340,0.435651
27970,1.027923,0.292260
27980,0.941756,0.374475
27990,1.382235,0.555732
28000,0.743610,0.173459
28010,1.393586,0.645180
28020,1.051758,0.328450
28030,0.955000,0.257690
28040,1.318091,0.576220
28050,0.855455,0.285429
28060,1.375878,0.661355
28070,1.207767,0.367909
28080,0.978701,0.276872
28090,0.857805,0.309326
28100,0.666091,0.195496
28110,1.199525,0.350624
28120,1.430412,0.594038
28130,1.181618,0.469671
28140,1.395329,0.668849
28150,1.383345,0.293798
28160,2.111410,0.273420
28170,0.986878,0.230742
28180,1.384648,0.520641
28190,1.178447,0.421953
28200,0.819605,0.282039
28210,1.507193,0.542554
28220,0.816333,0.310569
28230,1.078680,0.334404
28240,1.324428,0.306159
28250,1.346679,0.470612
28260,1.284429,0.452141
28270,1.285902,0.372102
28280,1.150898,0.345554
28290,0.922019,0.212651
28300,0.881060,0.294708
28310,1.184778,0.285394
28320,1.305605,0.496710
28330,1.056270,0.201674
28340,1.610134,0.581679
28350,1.466002,0.486975
28360,0.985171,0.236142
28370,1.134076,0.348954
28380,2.467159,0.526917
28390,1.224298,0.387780
28400,1.359116,0.609518
28410,1.372209,0.480127
28420,2.316529,0.190379
28430,0.910290,0.237567
28440,1.352182,0.142382
28450,0.793928,0.182283
28460,1.913705,0.378723
28470,1.067719,0.244740
28480,1.318120,0.429241
28490,1.212057,0.477348
28500,1.378900,0.679370
28510,1.314103,0.471231
28520,1.379005,0.527488
28530,0.947379,0.234571
28540,2.285457,0.555064
28550,1.313567,0.598094
28560,1.280678,0.531705
28570,1.189750,0.416407
28580,0.894739,0.358652
28590,1.493963,0.198847
28600,1.331489,0.325314
28610,1.378596,0.681759
28620,1.450928,0.373058
28630,1.413112,0.461106
28640,1.165496,0.439883
28650,1.250028,0.453466
28660,1.395067,0.685366
28670,1.704767,0.392842
28680,1.233478,0.488253
28690,1.061299,0.230963
28700,1.247111,0.498607
28710,0.863421,0.202851
28720,1.601993,0.530489
28730,1.958801,0.348466
28740,0.879213,0.243840
28750,1.369231,0.667259
28760,1.369122,0.513362
28770,1.447103,0.551011
28780,1.389669,0.562879
28790,0.998293,0.338909
28800,1.120633,0.408652
28810,1.172315,0.460598
28820,0.934890,0.216392
28830,1.138928,0.437308
28840,1.019224,0.320807
28850,1.297203,0.422901
28860,1.030128,0.266932
28870,1.446908,0.295576
28880,1.037563,0.334700
28890,1.155171,0.255271
28900,1.579920,0.559260
28910,0.835872,0.266522
28920,0.929168,0.240011
28930,1.184984,0.175750
28940,0.944993,0.223005
28950,1.179971,0.225547
28960,0.968255,0.327892
28970,1.235351,0.478189
28980,1.726206,0.634532
28990,1.354960,0.515181
29000,1.239573,0.384625
29010,0.759645,0.233659
29020,1.157989,0.425217
29030,1.178798,0.287016
29040,1.256349,0.144361
29050,1.053819,0.367080
29060,0.841142,0.220094
29070,1.397652,0.649893
29080,0.789315,0.187573
29090,2.794284,0.234582
29100,0.932326,0.330653
29110,0.633933,0.204844
29120,1.090183,0.308091
29130,1.274470,0.483840
29140,0.871137,0.229007
29150,1.504517,0.470925
29160,1.347667,0.552143
29170,0.745868,0.313623
29180,1.112227,0.392557
29190,0.987831,0.316453
29200,0.769362,0.209533
29210,1.272885,0.301087
29220,1.342511,0.707800
29230,0.850858,0.163857
29240,4.577934,0.251839
29250,1.050184,0.232146
29260,1.296393,0.404651
29270,1.285861,0.414621
29280,1.187208,0.278763
29290,1.047720,0.366515
29300,1.390296,0.492486
29310,1.754069,0.225594
29320,0.398254,0.250416
29330,2.588615,0.302098
29340,1.231746,0.447601
29350,0.817802,0.097605
29360,1.161320,0.377208
29370,0.803751,0.158514
29380,1.248228,0.386179
29390,0.978693,0.232640
29400,1.007199,0.266897
29410,1.193502,0.352295
29420,2.873427,0.243809
29430,1.174386,0.360356
29440,1.129494,0.406598
29450,1.178394,0.339889
29460,0.803621,0.544574
29470,1.305345,0.361689
29480,1.357029,0.416703
29490,1.319798,0.646347
29500,0.965513,0.260385
29510,0.959348,0.067274
29520,1.083669,0.176663
29530,1.284880,0.463477
29540,1.020745,0.311306
29550,1.347097,0.541819
29560,1.309328,0.585573
29570,0.848414,0.249479
29580,1.037756,0.282206
29590,1.299629,0.520804
29600,2.346584,0.344131
29610,1.255559,0.409278
29620,1.439789,0.074803
29630,1.254264,0.378242
29640,0.843556,0.399843
29650,0.687508,0.201810
29660,1.387587,0.702834
29670,0.876333,0.204685
29680,2.369478,0.183399
29690,0.925161,0.198953
29700,1.154928,0.241344
29710,1.325398,0.483674
29720,1.983858,0.200853
29730,1.031537,0.325302
29740,1.339278,0.412050
29750,1.319142,0.594049
29760,0.853498,0.131271
29770,1.349065,0.611453
29780,1.800647,0.559865
29790,1.126285,0.346274
29800,1.268925,0.426482
29810,2.206167,0.476899
29820,1.006884,0.126002
29830,1.379563,0.455031
29840,0.745183,0.230291
29850,0.799104,0.197221
29860,0.876120,0.169164
29870,1.964310,0.693874
29880,0.578829,0.108094
29890,2.821259,0.569391
29900,0.983405,0.628163
29910,1.766670,0.390491
29920,1.003086,0.102103
29930,1.331179,0.452707
29940,0.632196,0.207172
29950,1.207273,0.176678
29960,1.521565,0.813316
29970,1.600178,0.119077
29980,1.386251,0.622887
29990,1.214521,0.442768
30000,0.667626,0.239533
30010,1.358656,0.702607
30020,1.279977,0.425701
30030,1.323444,0.606753
30040,1.080355,0.264766
30050,1.230460,0.399260
30060,1.346999,0.632823
30070,0.433284,0.228165
30080,1.993362,0.504567
30090,1.996340,0.472997
30100,1.332854,0.587576
30110,0.769461,0.245993
30120,0.933418,0.279404
30130,1.380024,0.250539
30140,0.699911,0.280971
30150,1.111154,0.192783
30160,1.522815,0.476746
30170,0.677661,0.211991
30180,0.747964,0.171509
30190,0.903578,0.227962
30200,1.329884,0.453788
30210,1.312374,0.528891
30220,1.892843,0.124502
30230,1.334064,0.533733
30240,2.823890,0.365243
30250,0.739010,0.194432
30260,2.848012,0.333790
30270,1.027008,0.303879
30280,1.000296,0.298801
30290,1.190913,0.522566
30300,1.161007,0.421303
30310,1.625027,0.170700
30320,1.207083,0.443817
30330,1.313877,0.574549
30340,1.053985,0.304607
30350,1.531684,0.335506
30360,2.390133,0.311319
30370,1.856442,0.393447
30380,1.069134,0.315463
30390,0.830720,0.160007
30400,1.263515,0.343176
30410,1.479571,0.526611
30420,1.194508,0.443235
30430,1.043826,0.276450
30440,1.159455,0.262779
30450,0.901561,0.295135
30460,1.240788,0.331052
30470,1.194901,0.433430
30480,1.381602,0.699098
30490,0.844222,0.210821
30500,0.698492,0.102100
30510,2.829489,0.484534
30520,0.837559,0.204350
30530,1.166343,0.790070
30540,0.969932,0.196307
30550,1.520862,0.150361
30560,1.245224,0.338891
30570,0.399510,0.171348
30580,0.997325,0.093338
30590,2.262315,0.447483
30600,1.270795,0.483597
30610,2.517086,0.421334
30620,1.162761,0.307780
30630,1.441297,0.540440
30640,1.260527,0.435455
30650,1.537691,0.247967
30660,2.721522,0.231467
30670,1.091230,0.355211
30680,1.316075,0.575196
30690,1.222634,0.411093
30700,1.387628,0.680987
30710,1.348003,0.335722
30720,0.703990,0.199764
30730,1.259564,0.300387
30740,1.162863,0.261197
30750,2.029179,0.347628
30760,1.103206,0.260435
30770,1.049887,0.273664
30780,1.271154,0.476214
30790,2.259577,0.364771
30800,0.922963,0.239382
30810,0.837588,0.315228
30820,1.096787,0.321976
30830,1.813685,0.473101
30840,1.295594,0.416829
30850,1.304073,0.451759
30860,1.222283,0.322359
30870,0.887155,0.248382
30880,2.340793,0.456830
30890,1.220828,0.299570
30900,1.221227,0.063504
30910,1.179013,0.260795
30920,1.263136,0.458622
30930,1.888300,0.177075
30940,0.949795,0.255902
30950,2.167826,0.442970
30960,1.632842,0.669457
30970,1.508923,0.232617
30980,1.157741,0.306884
30990,1.113541,0.217485
31000,1.314034,0.496173
31010,0.849904,0.173955
31020,1.155644,0.290068
31030,1.347442,0.381176
31040,1.366001,0.666304
31050,1.273660,0.451020
31060,1.802288,0.791888
31070,1.980744,0.687254
31080,1.156968,0.253866
31090,1.320149,0.526570
31100,1.276610,0.470118
31110,1.239650,0.226600
31120,1.141338,0.210908
31130,1.401425,0.677011
31140,0.888899,0.254313
31150,1.398621,0.286666
31160,1.768443,0.646815
31170,1.148236,0.405341
31180,1.251079,0.492892
31190,2.753087,0.306049
31200,1.247005,0.356235
31210,1.336925,0.517737
31220,1.161038,0.349003
31230,1.132977,0.161360
31240,1.345738,0.620515
31250,0.782187,0.149057
31260,0.920833,0.294653
31270,1.941920,0.195175
31280,1.053671,0.134971
31290,1.230882,0.564670
31300,1.475532,0.587256
31310,1.335282,0.631210
31320,1.890697,0.232412
31330,0.929777,0.211031
31340,1.368239,0.451706
31350,0.861829,0.069210
31360,0.824005,0.194028
31370,1.218462,0.254050
31380,1.222161,0.279226
31390,0.871298,0.226036
31400,1.416331,0.680903
31410,2.468681,0.492662
31420,1.050539,0.216053
31430,0.432968,0.299578
31440,1.246753,0.371172
31450,0.982788,0.224823
31460,0.940553,0.224658
31470,1.088048,0.268694
31480,1.372841,0.397989
31490,1.053214,0.185207
31500,0.977675,0.184815
31510,2.346105,0.419563
31520,0.608698,0.169335
31530,1.023583,0.268099
31540,1.653198,0.246391
31550,2.152603,0.353456
31560,1.339887,0.518713
31570,0.988711,0.337945
31580,1.092582,0.342815
31590,2.900615,0.782781
31600,0.526890,0.583192
31610,1.183207,0.333911
31620,1.065833,0.223936
31630,1.192352,0.299527
31640,1.311124,0.221190
31650,0.817908,0.191433
31660,1.178856,0.316154
31670,0.964599,0.158528
31680,1.100027,0.316531
31690,1.659745,0.590928
31700,0.959711,0.219775
31710,1.208193,0.413930
31720,1.007186,0.268002
31730,1.374846,0.576802
31740,1.216373,0.323786
31750,1.096405,0.413199
31760,1.434191,0.718358
31770,0.906149,0.326554
31780,1.271099,0.102249
31790,0.523249,0.298119
31800,1.357017,0.166597
31810,0.994300,0.216500
31820,0.845374,0.189721
31830,1.501130,0.363273
31840,1.154343,0.362358
31850,2.717816,0.561980
31860,0.710448,0.131439
31870,1.308228,0.495365
31880,1.126637,0.318827
31890,1.583675,0.193910
31900,0.711884,0.212126
31910,1.905698,0.336076
31920,1.039001,0.303813
31930,0.845511,0.145981
31940,1.607369,0.474268
31950,0.575217,0.101654
31960,1.050839,0.287748
31970,0.810919,0.250697
31980,1.130865,0.374059
31990,1.394639,0.605738
32000,1.353437,0.587362
32010,0.625422,0.126151
32020,1.007250,0.218178
32030,1.007443,0.179803
32040,1.209592,0.383700
32050,1.344560,0.628865
32060,0.714821,0.170281
32070,1.255114,0.302939
32080,0.735090,0.198588
32090,1.318776,0.547103
32100,1.702153,0.748595
32110,1.340057,0.553410
32120,1.322030,0.595557
32130,1.512305,0.269852
32140,1.339439,0.642122
32150,1.136010,0.182387
32160,1.279876,0.501719
32170,0.994382,0.264252
32180,0.976593,0.081347
32190,2.838694,0.238254
32200,0.611349,0.192207
32210,1.205343,0.345709
32220,1.297609,0.439494
32230,0.505976,0.211571
32240,1.358870,0.329992
32250,1.307284,0.613672
32260,1.724465,0.364645
32270,2.568678,0.199844
32280,2.924701,0.501732
32290,1.212869,0.241135
32300,1.332336,0.662160
32310,0.844280,0.280632
32320,1.305636,0.546299
32330,0.713078,0.122730
32340,2.592252,0.508764
32350,1.167388,0.357271
32360,1.815486,0.699942
32370,1.204508,0.393483
32380,1.164020,0.114768
32390,1.009597,0.271917
32400,0.929609,0.218628
32410,1.602150,0.431261
32420,1.021212,0.184468
32430,1.113359,0.196446
32440,0.727819,0.158493
32450,1.019544,0.243062
32460,1.780469,0.633352
32470,1.263885,0.415774
32480,1.792688,0.198899
32490,1.389810,0.179484
32500,1.252011,0.309424
32510,1.288207,0.394442
32520,1.320637,0.381101
32530,1.120722,0.269693
32540,1.173854,0.257023
32550,1.146210,0.408998
32560,0.690933,0.134890
32570,1.087323,0.257840
32580,0.429249,0.131498
32590,1.719141,0.088648
32600,1.187638,0.212531
32610,2.007097,0.576296
32620,1.385668,0.592398
32630,3.338741,0.470226
32640,1.368939,0.365969
32650,0.972377,0.215237
32660,1.321193,0.443637
32670,3.108299,0.728108
32680,1.323627,0.492188
32690,0.989839,0.076441
32700,1.288030,0.308186
32710,1.169323,0.311988
32720,1.279005,0.302333
32730,1.212137,0.428120
32740,1.004209,0.298234
32750,1.151382,0.268533
32760,1.368639,0.405732
32770,1.142872,0.142958
32780,0.937267,0.118011
32790,1.223242,0.468653
32800,1.112888,0.122897
32810,1.871414,0.515331
32820,1.482518,0.526011
32830,1.082538,0.263976
32840,1.080583,0.271096
32850,1.326975,0.383535
32860,0.895855,0.217437
32870,0.970595,0.226723
32880,1.282793,0.282307
32890,1.208520,0.304201
32900,1.255954,0.338831
32910,0.801899,0.172675
32920,1.010867,0.228148
32930,1.272939,0.243853
32940,1.335392,0.453242
32950,1.026473,0.255916
32960,3.526062,0.456566
32970,1.311996,0.471191
32980,1.161096,0.069171
32990,1.302888,0.406829
33000,1.606673,0.336853
33010,1.225723,0.261577
33020,1.241298,0.490775
33030,2.080410,0.260081
33040,1.187346,0.117828
33050,1.283840,0.442173
33060,1.239613,0.347339
33070,0.870604,0.286667
33080,0.708924,0.158952
33090,1.335539,0.407590
33100,1.300867,0.586284
33110,2.190141,0.363520
33120,0.881624,0.175691
33130,3.374905,0.249776
33140,1.323361,0.505755
33150,2.084054,0.164244
33160,1.358529,0.251154
33170,1.236073,0.415145
33180,1.326311,0.682372
33190,1.247464,0.481574
33200,1.009308,0.224525
33210,1.281697,0.359939
33220,1.049463,0.289870
33230,0.646774,0.112474
33240,1.215416,0.421866
33250,1.455939,0.183409
33260,0.346201,0.166235
33270,0.944242,0.228581
33280,1.866526,0.422246
33290,1.311054,0.672238
33300,0.379614,0.145339
33310,1.101437,0.360616
33320,1.082127,0.271815
33330,1.279242,0.324362
33340,1.845347,0.123372
33350,0.705551,0.142703
33360,1.173923,0.410582
33370,0.854415,0.195674
33380,1.226889,0.751137
33390,1.044812,0.337357
33400,0.758868,0.164867
33410,1.179766,0.298994
33420,1.734141,0.453610
33430,2.061257,0.566991
33440,1.227254,0.306548
33450,1.094351,0.315671
33460,1.410972,0.544898
33470,1.610838,0.191071
33480,1.362808,0.553675
33490,1.330686,0.606521
33500,1.380967,0.262068
33510,0.998066,0.105382
33520,1.407474,0.644295
33530,1.810483,0.130887
33540,1.236481,0.081171
33550,1.347587,0.355383
33560,1.484036,0.583681
33570,1.208420,0.289967
33580,0.960577,0.235120
33590,3.365514,0.300913
33600,1.221991,0.423873
33610,1.056663,0.190797
33620,0.924703,0.178765
33630,0.925748,0.325174
33640,2.675090,0.488440
33650,3.135685,0.296085
33660,0.956414,0.238911
33670,1.363142,0.529364
33680,1.230037,0.409752
33690,1.083388,0.274325
33700,1.159511,0.297400
33710,2.695809,0.568390
33720,1.419974,0.761594
33730,0.785559,0.207425
33740,0.972515,0.163166
33750,1.279033,0.539629
33760,3.158313,0.517016
33770,1.553290,0.677465
33780,1.119319,0.254290
33790,1.467370,0.275528
33800,3.560277,0.499042
33810,0.800862,0.165578
33820,3.134414,0.462717
33830,1.457439,1.280225
33840,0.843084,0.237328
33850,1.373962,0.586844
33860,1.342319,0.573037
33870,1.581016,0.648386
33880,1.273065,0.428916
33890,1.375938,0.633781
33900,1.203085,0.318687
33910,3.446426,0.344367
33920,1.291768,0.517198
33930,2.688222,0.464978
33940,1.559043,0.893817
33950,1.373454,0.607358
33960,1.142893,0.258949
33970,1.398704,0.716865
33980,1.475422,0.510720
33990,1.224128,0.267376
34000,0.759934,0.138501
34010,1.374287,0.194356
34020,1.335938,0.532126
34030,1.367018,0.637202
34040,1.276420,0.453108
34050,1.315669,0.510454
34060,0.664655,0.107480
34070,0.961634,0.261095
34080,1.238580,0.287501
34090,1.232537,0.428188
34100,0.430762,0.292106
34110,1.115704,0.315163
34120,1.140700,0.206655
34130,1.278286,0.267981
34140,0.811060,0.167962
34150,0.921681,0.128228
34160,1.661609,0.567796
34170,0.893396,0.165550
34180,1.202436,0.453665
34190,1.486620,0.265858
34200,1.179550,0.373889
34210,0.908329,0.230888
34220,1.376003,0.627795
34230,1.059085,0.283009
34240,1.491004,0.315760
34250,1.101588,0.304464
34260,1.772091,0.681369
34270,0.591741,0.210424
34280,1.837700,0.403257
34290,1.300977,0.377031
34300,1.128691,0.284195
34310,0.972580,0.169281
34320,1.248401,0.421544
34330,1.334892,0.486091
34340,1.007595,0.261301
34350,1.354652,0.406153
34360,1.060436,0.256774
34370,1.559469,0.563871
34380,1.364569,0.677416
34390,1.281049,0.460506
34400,1.079211,0.184138
34410,2.031350,0.623751
34420,1.345201,0.533152
34430,1.359014,0.703723
34440,1.040506,0.300444
34450,1.321323,0.491418
34460,0.470296,0.193263
34470,0.878942,0.168003
34480,1.069900,0.222421
34490,0.876449,0.219710
34500,1.122838,0.429555
34510,1.694680,0.102190
34520,0.415413,0.292172
34530,1.564402,0.232579
34540,0.988648,0.149358
34550,2.686095,0.193014
34560,1.364774,0.670821
34570,0.959709,0.156613
34580,1.058961,0.291217
34590,0.534716,0.178415
34600,0.849916,0.160250
34610,0.324926,0.114016
34620,1.318347,0.555141
34630,0.972035,0.229473
34640,1.370204,0.673258
34650,0.266712,0.163264
34660,0.864575,0.167142
34670,1.339029,0.435224
34680,1.565820,0.488405
34690,0.978026,0.248260
34700,0.639316,0.111968
34710,0.810892,0.183077
34720,2.201807,0.585005
34730,1.179889,0.248707
34740,2.132833,0.167627
34750,0.944152,0.214129
34760,1.211474,0.203613
34770,2.090040,0.394473
34780,0.436012,0.201367
34790,0.822517,0.080415
34800,1.233065,0.084182
34810,1.038441,0.332108
34820,1.042752,0.255266
34830,1.008226,0.186005
34840,1.353399,0.576938
34850,1.434335,0.528737
34860,1.388685,0.604612
34870,1.295908,0.258413
34880,1.210096,0.377936
34890,1.368326,0.595322
34900,1.228840,0.362392
34910,1.253608,0.231907
34920,1.060615,0.268759
34930,0.353603,0.117180
34940,1.299878,0.331497
34950,1.268852,0.163334
